matrícula	nome	idade	renda	cor	sexo	ano_curso	escola	cod_curso	logradouro	numero	bairro	cidade	uf	cep	motivação
RA55009436	Natessia Loio Xisto	26	4561.08	1	2	1	1	9	Praça Sete de Fevereiro	594	Vila Formosa	São Paulo	SP	03358-020	1
RA55007340	Laci Quintana	21	2682.87	1	1	5	2	19	Rua Nossa Senhora Aparecida	604	Jardim Felicidade (Zona Norte)	São Paulo	SP	02326-105	2
RA55008209	Geronica Palos	24	3405.2	1	2	2	2	20	Rua Marechal Deodoro	273	Santo Amaro	São Paulo	SP	04738-900	2
RA55007680	Jonie Ruas Gago	21	3143.86	1	1	5	1	30	Travessa Cinco de Janeiro	924	Jardim São Savério	São Paulo	SP	04194-345	3
RA55004643	Elizani Valadares Tedim Fontes	20	2397.42	1	2	4	1	64	Rua Vinte e Dois de Fevereiro	763	Vila Ré	São Paulo	SP	03668-060	8
RA55007684	Airlene Granjeiro Prada	21	3394.86	1	2	5	1	3	Rua Nossa Senhora da Penha	823	Penha de França	São Paulo	SP	03632-060	2
RA55009008	Marlison Maia	22	5332.28	1	1	4	1	46	Rua São Jorge	214	Recanto Verde do Sol	São Paulo	SP	08382-117	0
RA55007997	Denivaldo Ruas Calado	21	2953.86	1	1	5	2	74	Rua Major Baracca	906	Parque Edu Chaves	São Paulo	SP	02232-000	2
RA55005601	Juruceir Bessa Porto	20	1997.43	1	1	4	2	56	Rua São João	323	Vila Pereira Barreto	São Paulo	SP	02920-050	8
RA55009152	Jenifer Bingre Gago	24	4450.19	1	2	3	1	59	Rua Primeiro de Janeiro	706	Vila Clementino	São Paulo	SP	04044-060	1
RA55007023	Rogero Antunes Taveira	21	3302.86	1	1	5	1	105	Rua Quinze de Novembro	803	Cantinho do Céu	São Paulo	SP	04849-527	2
RA55004894	Ginara Ruas Pádua Roriz	20	1468.43	1	2	4	1	28	Rua Marcos Lopes	456	Vila Nova Conceição	São Paulo	SP	04513-080	6
RA55000226	Crisneide Pastana Durão	19	408.0	2	2	3	1	20	Rua Pedro Barbosa	194	Jardim Marília	São Paulo	SP	03579-130	9
RA55003355	Ivan Neiva Paulos Graça	19	2376.97	2	1	3	2	97	Travessa Cinco de Janeiro	924	Jardim São Savério	São Paulo	SP	04194-345	7
RA55005896	Morivaldo Caires	20	1325.43	1	1	4	1	21	Rua Bonifácio Ruiz	306	Conjunto Promorar São Luis	São Paulo	SP	05846-200	8
RA55008755	Oriana Avelar	23	5021.73	2	2	5	2	53	Praça Monsenhor Macedo	598	Jardim Franca	São Paulo	SP	02338-040	3
RA55003437	Erberson Sabrosa	19	2053.98	2	1	3	1	48	Rua Vinte e Dois de Fevereiro	763	Vila Ré	São Paulo	SP	03668-060	7
RA55001694	Jord Luz	19	1135.99	1	1	3	1	5	Avenida Nove de Julho	947	Jardim Paulista	São Paulo	SP	01406-100	9
RA55006894	Jeine Valverde	21	1635.88	1	2	5	2	45	Rua Doze de Outubro	869	Lapa	São Paulo	SP	05073-900	4
RA55001046	Ruan Barreno Mourinho Fortes	19	1057.99	1	1	3	1	98	Praça Kant	199	Jardim Vila Mariana	São Paulo	SP	04116-230	10
RA55003447	Karida Rebocho Ruela	19	1773.98	1	2	3	2	109	Rua Diogo Barbosa	435	Vila Marari	São Paulo	SP	04403-210	8
RA55008051	Daila Leme Neiva Gama	23	3304.75	1	2	2	1	88	Rua Primeiro de Maio	149	Jardim São Francisco	São Paulo	SP	08390-263	3
RA55009147	Zenilde Baldaia Inês Azambuja	25	5653.62	1	2	2	2	24	Rua Vale Maior	533	Jardim Miriam	São Paulo	SP	04417-040	1
RA55009982	Beliza Freire Magalhães	42	121717.97	1	2	1	2	97	Rua Capitão Rangel	574	Vila São Geraldo	São Paulo	SP	03607-100	1
RA55004736	Caique Laranjeira	20	1865.43	1	1	4	2	92	Rua Cinco de Maio	942	Vila Esperança	São Paulo	SP	03651-030	6
RA55004497	Joania Tristão Mieiro Fonseca	20	2429.42	1	2	4	2	40	Rua do Buruí	716	Parque Casa de Pedra	São Paulo	SP	02320-170	6
RA55001219	Iander Bessa Cotrim	19	993.99	1	1	3	1	62	Rua Major Diogo	495	Bela Vista	São Paulo	SP	01324-001	9
RA55006016	Alcidesio Novais Couto Coelho	20	1863.43	1	1	4	2	74	Rua Nove de Julho	677	Santo Amaro	São Paulo	SP	04739-900	5
RA55009720	Alzicleide Caetano Modesto Valido	34	7203.63	1	2	5	2	81	Rua Nossa Senhora Aparecida	604	Jardim Felicidade (Zona Norte)	São Paulo	SP	02326-105	1
RA55003988	Kelsilene Rocha Vidigal Penteado	20	2206.42	1	2	4	2	12	Rua Soldado Gentil Guimarães	750	Parque Novo Mundo	São Paulo	SP	02144-010	6
RA55004912	Eugelia Cedraz Guedelha Letras	20	1653.43	1	2	4	2	61	Praça Três de Setembro	892	Vila Alpina	São Paulo	SP	03207-060	8
RA55009493	Rimualdo Martins	46	9628.97	1	1	1	1	81	Rua André de Almeida	406	Cidade São Mateus	São Paulo	SP	03959-090	1
RA55004494	Keina Cirne Maia	20	1857.43	1	2	4	2	61	Rua Almeida Góis	195	Vila Gumercindo	São Paulo	SP	04131-040	7
RA55006945	Maiksuel Martinho Ruela	21	1879.87	1	1	5	2	60	Rua Nossa Senhora Aparecida	463	Jardim Elizabeth	São Paulo	SP	08320-800	4
RA55005700	Isolina Muniz Taveira Cerqueira	20	1783.43	1	2	4	2	89	Avenida Dezenove de Janeiro	320	Vila Carrão	São Paulo	SP	03449-000	7
RA55008353	Clemar Sampaio Anjos	25	3155.65	1	1	3	2	105	Rua Caetano Ruyvo	713	Parque Ramos Freitas	São Paulo	SP	02353-060	3
RA55000957	Josicarlos Cortesão	19	1093.99	2	1	3	1	91	Rua Sargento Olício Alves	48	Vila Campo Grande	São Paulo	SP	04455-180	10
RA55002870	Tairis Câmara Mendonça Baião	19	1318.99	1	2	3	1	55	Rua Antônio Maio	892	Jardim Previdência	São Paulo	SP	04163-020	10
RA55004434	Magliane Sintra	20	2066.42	1	2	4	2	69	Rua Marconi	820	Centro	São Paulo	SP	01047-905	8
RA55004974	Nailana Gonçalves Fontoura Castilhos	20	1463.43	1	2	4	1	89	Praça Aramã	946	Jardim Nordeste	São Paulo	SP	03691-160	8
RA55002962	Lene Quina Goulão	19	2341.97	1	2	3	2	54	Rua Marconi	585	Centro	São Paulo	SP	01047-910	10
RA55002201	Edivanda Holanda Marroquim Godinho	19	999.99	1	2	3	1	18	Rua Marcos Freire	418	Jardim Nova Conquista	São Paulo	SP	08346-580	10
RA55000099	Enilca Barroqueiro Brochado Prudente	19	31.0	1	2	3	1	77	Rua do Buruí	716	Parque Casa de Pedra	São Paulo	SP	02320-170	10
RA55009850	Josicleide Calçada Baptista Paranhos	26	21969.34	2	2	4	2	61	Rua Dias Barbosa	969	Jardim São Paulo(Zona Leste)	São Paulo	SP	08461-540	0
RA55002558	Jorde Azambuja Hilário	19	640.99	1	1	3	1	111	Rua Marcos Freire	579	Jardim Nova Conquista	São Paulo	SP	08346-580	9
RA55008446	Lucimeire Leiria Faustino Castelo Branco	24	3070.2	1	2	4	2	43	Rua São Jorge	214	Recanto Verde do Sol	São Paulo	SP	08382-117	3
RA55004200	Assueres Canto	20	1981.43	1	1	4	2	34	Praça Kant	199	Jardim Vila Mariana	São Paulo	SP	04116-230	7
RA55009638	Marcileide Rebimbas Arruda Basílio	30	9040.27	2	2	4	1	39	Rua Nove de Julho	677	Santo Amaro	São Paulo	SP	04739-900	1
RA55005540	Claita Quina Custódio Morgado	20	1625.43	1	2	4	2	38	Rua Marechal Xavier da Câmara	200	Jardim das Laranjeiras	São Paulo	SP	02517-190	6
RA55001649	Gillane Poças Mourato	19	661.99	1	2	3	1	60	Avenida Moaci	772	Planalto Paulista	São Paulo	SP	04093-901	10
RA55006198	Zevi Ataíde	20	2405.42	1	1	4	1	106	Rua São João	847	Jardim Nova Conquista	São Paulo	SP	08346-405	5
RA55006296	Vladimilson Alves	20	1556.43	1	1	4	1	47	Rua Flor de Abril	918	Jardim Peri	São Paulo	SP	02651-140	4
RA55004500	Digenes Noronha	20	2344.42	1	1	4	2	57	Rua Marconi	585	Centro	São Paulo	SP	01047-910	6
RA55001155	Alicia Lage Saltão	19	923.99	1	2	3	1	98	Rua Marechal Malet	251	Parque da Vila Prudente	São Paulo	SP	03140-020	10
RA55002256	Guillermo Rebocho Laureano Saloio	19	609.99	1	1	3	1	38	Avenida Vinte e Quatro de Fevereiro	868	Vila Rui Barbosa	São Paulo	SP	03734-090	10
RA55003171	Ruliano Fartaria Cadaval Valadão	19	2164.98	2	1	3	2	3	Rua Dom Valentim	536	Jardim Colombo	São Paulo	SP	05629-040	6
RA55007401	Wivisson Grangeia Robalinho Viegas	21	2654.87	1	1	5	2	106	Avenida Sargento Geraldo Sant'Ana	572	Jardim Taquaral	São Paulo	SP	04674-901	3
RA55007159	Aldeli Horta Figueira	21	3178.86	2	1	5	2	75	Praça da Sé	358	Sé	São Paulo	SP	01001-901	3
RA55003109	Tasso Salvado	19	2429.97	1	1	3	1	67	Rua Doze de Outubro	869	Lapa	São Paulo	SP	05073-900	7
RA55004549	Irailza Torres Garcez Rosário	20	2281.42	1	2	4	2	53	Vila São João	348	Cidade São Mateus	São Paulo	SP	03961-130	8
RA55005424	Adamilton Dutra	20	1926.43	2	1	4	1	60	Rua Doze de Outubro	921	União de Vila Nova	São Paulo	SP	08071-072	8
RA55002050	Mareni Colares Barra	19	893.99	1	2	3	1	74	Rua Capitão Rangel	574	Vila São Geraldo	São Paulo	SP	03607-100	9
RA55009209	Carolani Guilheiro Baião Marmou	25	4054.64	1	2	4	2	96	Rua C	501	Jardim Santa Cruz (Sacomã)	São Paulo	SP	04182-135	1
RA55008816	Alcionor Albernaz	23	5295.73	2	1	3	2	89	Rua Marcos Freire	439	Jardim Nova Conquista	São Paulo	SP	08346-580	3
RA55009798	Tarlisson Pimenta	44	9835.07	1	1	3	2	102	Praça da Sé	358	Sé	São Paulo	SP	01001-901	0
RA55000263	Drielle Ferraz	19	275.0	1	2	3	1	92	Rua Rio de Janeiro	805	Parque Recreio	São Paulo	SP	04891-230	10
RA55004062	Seiki Seixas Ramires Camilo	20	2386.42	1	1	4	2	36	Rua Quinze de Novembro	993	Centro	São Paulo	SP	01013-907	6
RA55005535	Steffi Sacramento Vergueiro	20	1354.43	1	2	4	2	81	Praça Elfos	92	Jardim Marajoara	São Paulo	SP	04664-090	8
RA55006617	Lourete Cavadas Azevedo	21	1403.88	2	2	5	1	86	Rua Marechal Deodoro	273	Santo Amaro	São Paulo	SP	04738-900	5
RA55008121	Waldenira Mirandela	23	3389.75	1	2	5	2	62	Rua Major Dantas Cortez	117	Vila Gustavo	São Paulo	SP	02206-001	3
RA55008156	Rainele Durães Úria Neves	23	3276.75	1	2	2	2	80	Rua Dona Domitila	252	Vila Ponte Rasa	São Paulo	SP	03882-180	2
RA55001803	Amin Campos Martins	19	1183.99	1	1	3	1	94	Rua G	937	Conjunto Residencial Alpes do Jaraguá	São Paulo	SP	05183-370	10
RA55004737	Allana Carvalheiro Ponte	20	1382.43	1	2	4	2	27	Rua Marechal Silva Fonseca	104	Jardim Três Marias	São Paulo	SP	03676-030	6
RA55002386	Braz Mantas Custódio	19	1150.99	1	1	3	1	100	Rua 5 de Outubro	522	Chácara Gaivotas	São Paulo	SP	04849-309	10
RA55006695	Edesia Martins Goulart	21	1226.88	1	2	5	2	10	Rua Elias de Almeida	953	Parque Casa de Pedra	São Paulo	SP	02319-120	4
RA55005760	Mabili Aranha Flávio Bonilha	20	1773.43	2	2	4	1	54	Avenida Dois	60	Colônia (Zona Leste)	São Paulo	SP	08260-430	8
RA55001960	Amabili Mainha Bragança Coutinho	19	874.99	1	2	3	1	102	Praça Aramã	946	Jardim Nordeste	São Paulo	SP	03691-160	9
RA55002977	Warley Viegas	19	1767.98	1	1	3	2	14	Rua Rosa de Nossa Senhora	913	Vila Reis	São Paulo	SP	08040-400	9
RA55008681	Julielson Parafita	25	4022.64	1	1	1	2	39	Rua Três de Maio	943	Vila Clementino	São Paulo	SP	04044-020	2
RA55001844	Kaliandro Vasques	19	990.99	1	1	3	1	24	Avenida Ceci	848	Planalto Paulista	São Paulo	SP	04065-000	9
RA55001735	Arceni Silveira	19	905.99	1	1	3	1	21	Avenida Marechal Tito	689	Jardim Silva Teles	São Paulo	SP	08160-505	9
RA55002912	Aloma Furtado	19	2344.97	1	1	3	1	81	Travessa Sete de Setembro	449	Recanto dos Humildes	São Paulo	SP	05209-550	9
RA55008339	Rivelto Gama Pereira Custódio	24	2878.2	2	1	5	1	8	Rua Diogo Barbosa	435	Vila Marari	São Paulo	SP	04403-210	2
RA55001987	Niobel Jardim Almeida	19	711.99	1	1	3	1	41	Rua Marcos Freire	579	Jardim Nova Conquista	São Paulo	SP	08346-580	10
RA55009562	Jailane Prates	30	12118.24	1	2	2	2	106	Rua 5 de Outubro	522	Chácara Gaivotas	São Paulo	SP	04849-309	1
RA55006547	Dhones Caneira Fogaça	21	2289.87	1	1	5	2	5	Avenida Sargento Geraldo Sant'Ana	572	Jardim Taquaral	São Paulo	SP	04674-901	5
RA55007099	Laudelino Roriz	21	2492.87	1	1	5	2	104	Rua Sargento Noel de Camargo	221	Jardim Imperador (Zona Leste)	São Paulo	SP	03937-000	3
RA55002812	Gedilson Cartaxo Paião	19	1338.99	1	1	3	1	110	Rua Capitão João Carlos	28	Nossa Senhora do Ó	São Paulo	SP	02926-060	10
RA55000660	Danilo Canedo	19	777.99	1	1	3	1	70	Rua 23 de Novembro	929	Vila Progresso (Zona Leste)	São Paulo	SP	08240-001	9
RA55002512	Agiane Rebouças	19	617.99	1	2	3	1	22	Praça Capri	849	Jardim Leonor Mendes de Barros	São Paulo	SP	02347-040	10
RA55004283	Eliane Fagundes Anhaia Regueira	20	2354.42	1	2	4	2	70	Rua Ilha Maiorca	682	Jardim Guarujá	São Paulo	SP	05877-250	8
RA55009340	Kadson Hernandes Junqueira	25	5074.63	1	1	3	2	96	Avenida Marechal Tito	338	Jardim Silva Teles	São Paulo	SP	08160-505	1
RA55008801	Erliton Salgueiro Palha Cotrim	25	4729.63	1	1	3	2	34	Rua Rainha-do-Bosque	864	Vila Santa Inês	São Paulo	SP	03812-030	3
RA55006288	Gildemberg Cambezes Gravato Raminhos	20	2044.43	1	1	4	1	68	Rua Nove de Julho	501	Santo Amaro	São Paulo	SP	04739-900	4
RA55001931	Isamaria Passarinho	19	616.99	1	2	3	1	13	Rua C	501	Jardim Santa Cruz (Sacomã)	São Paulo	SP	04182-135	9
RA55007126	Vaneuda Carqueijeiro Rosário Espinosa	21	3338.86	1	2	5	1	90	Rua João Canzi	697	Jardim Patente	São Paulo	SP	04243-090	2
RA55000198	Alcisio Garrido Delgado	19	240.0	1	1	3	1	48	Rua Rui Barbosa Lima	441	Vila Curuçá	São Paulo	SP	08030-730	9
RA55007778	Israella Mendonça	21	2490.87	1	2	5	2	2	Rua Monsenhor Anacleto	754	Brás	São Paulo	SP	03003-020	3
RA55002932	Edevane Sodré Lameira Bonito	19	2261.98	1	2	3	2	61	Rua O	635	Jardim Brasília (Zona Norte)	São Paulo	SP	02857-090	9
RA55008005	Uelliton Abranches	21	2642.87	1	1	5	2	99	Rua do Buruí	716	Parque Casa de Pedra	São Paulo	SP	02320-170	2
RA55002328	Elho Monte Ornelas	19	667.99	1	1	3	1	106	Avenida Duquesa de Goiás	792	Real Parque	São Paulo	SP	05686-900	10
RA55004390	Orneide Assunção Esparteiro	20	2297.42	1	2	4	1	99	Rua Caetano de Moura	216	Vila Nina	São Paulo	SP	02833-060	8
RA55008959	Geneuza Baía Gomes Pestana	22	5915.28	1	2	1	2	6	Rua Vinte e Um de Abril	334	Jardim Colibri	São Paulo	SP	04855-620	2
RA55004219	Lohana Tedim Talhão Castelo Branco	20	1737.43	1	2	4	2	39	Rua Rosa de Nossa Senhora	73	Vila Reis	São Paulo	SP	08040-400	6
RA55000203	Delcina Valente Calçada Caiado	19	385.0	1	2	3	1	72	Rua Marechal Pimentel	204	Sacomã	São Paulo	SP	04248-100	10
RA55003511	Elielson Piteira Soveral	19	1695.98	1	1	3	2	70	Rua Rafael Barbosa	976	Jardim Maria Luiza	São Paulo	SP	05371-080	8
RA55004932	Lavinia Garcez Sobreira	20	2342.42	1	2	4	2	38	Rua São Marcos	547	Chácara Gaivotas	São Paulo	SP	04849-314	8
RA55005536	Titus Osório	20	2175.42	1	1	4	1	100	Rua São José	272	Chácara Gaivotas	São Paulo	SP	04849-316	8
RA55005792	Quelmi Ruela Fraga Franco	20	1409.43	1	1	4	1	61	Rua Capitão José Leite	759	Vila Matilde	São Paulo	SP	03510-010	8
RA55001708	Afaf Calçada Barrico	19	762.99	1	2	3	1	55	Rua Pedro Doll	912	Santana	São Paulo	SP	02404-001	10
RA55005173	Derisval Amorim	20	2055.42	1	1	4	1	27	Rua Treze de Maio	917	Cantinho do Céu	São Paulo	SP	04849-650	7
RA55005250	Maxima Covinha Valério Calado	20	2428.42	1	2	4	1	26	Rua do Buruí	716	Parque Casa de Pedra	São Paulo	SP	02320-170	6
RA55006529	Adiva Correia Janes Quintana	21	1775.88	1	2	5	1	68	Rua Major Dantas Cortez	148	Vila Gustavo	São Paulo	SP	02206-002	4
RA55009849	Billy Severiano Félix	30	18846.72	1	2	3	2	27	Rua Onofre Pinto	15	Jardim Lajeado	São Paulo	SP	08441-211	0
RA55005856	Eyshila  Barbosa Gentil	20	2126.42	2	2	4	1	41	Rua Vinte e Quatro de Dezembro	633	Vila Dom Pedro II	São Paulo	SP	02241-050	7
RA55008165	Geslane Cardoso	25	2703.65	1	2	3	2	85	Rua Pedro Voss	58	Vila Carrão	São Paulo	SP	03437-000	3
RA55000855	Lidinalva Madruga Casqueira	19	1200.99	1	2	3	1	72	Rua Pedro Meira	678	Vila Curuçá	São Paulo	SP	08030-500	10
RA55004738	Eldes Lalanda	20	1762.43	2	1	4	1	25	Rua Dom Rosalvo	343	Sumarezinho	São Paulo	SP	05442-903	7
RA55000699	Val Abasto Lago Bilhalva	19	799.99	1	1	3	1	33	Rua João Paulo	132	Piqueri	São Paulo	SP	02913-080	10
RA55003697	Mairis Bouça Paião Cangueiro	20	2208.42	1	2	4	1	110	Rua Marcos Lopes	456	Vila Nova Conceição	São Paulo	SP	04513-080	6
RA55001637	Taliel Amaro Inês	19	960.99	1	1	3	1	71	Rua João Canzi	697	Jardim Patente	São Paulo	SP	04243-090	10
RA55007281	Franciliana Nascimento Baião Lira	21	3040.86	1	2	5	2	62	Avenida Moaci	614	Planalto Paulista	São Paulo	SP	04083-900	3
RA55007555	Hed Seabra Araújo Pestana	21	3556.86	1	1	5	1	40	Praça da Sé	358	Sé	São Paulo	SP	01001-901	3
RA55003582	Adriene Mateus Lima	20	1573.43	1	2	4	2	26	Rua Caetano do Amaral	274	Vila Cruzeiro	São Paulo	SP	03382-130	7
RA55001292	Franciela Brião Ulhoa	19	883.99	1	2	3	1	40	Rua Ilha Maiorca	682	Jardim Guarujá	São Paulo	SP	05877-250	9
RA55006586	Gildalia Sardinha Abrantes	21	1889.87	2	2	5	2	108	Rua Capitão Rangel	574	Vila São Geraldo	São Paulo	SP	03607-100	4
RA55001854	Wandair Antas	19	1149.99	1	2	3	1	108	Rua Marechal Morais Âncora	434	Jardim Maria Luiza	São Paulo	SP	05371-000	9
RA55005233	Lairi Noite Borges Landim	20	1536.43	1	2	4	2	76	Rua Joaquim Caetano	994	Cidade Nova América	São Paulo	SP	04897-525	7
RA55003764	Amarisio Farinha Barrocas	20	1452.43	1	1	4	1	25	Rua H	161	Jardim Mar Lune	São Paulo	SP	04874-120	8
RA55003305	Watson Dinis Tristão Santos	19	1465.98	1	1	3	1	16	Rua Rio Maruí	679	Itaquera	São Paulo	SP	08215-640	8
RA55001496	Waldeli Vigário	19	811.99	1	1	3	1	8	Rua Dias Barbosa	969	Jardim São Paulo(Zona Leste)	São Paulo	SP	08461-540	10
RA55007995	Luana Gago Casalinho	21	3522.86	1	2	5	2	13	Rua Monsenhor Salim	959	Itaim Paulista	São Paulo	SP	08111-180	3
RA55001999	Loiane Fazendeiro	19	916.99	1	2	3	1	88	Rua Rui Barbosa Lima	441	Vila Curuçá	São Paulo	SP	08030-730	10
RA55000664	Rusilene Figueiredo Milheiriço Nogueira	19	953.99	1	2	3	1	95	Avenida Rudge	293	Bom Retiro	São Paulo	SP	01134-000	10
RA55003749	Ellon Pinhal	20	1245.43	1	1	4	2	14	Rua Sargento Agostinho Ferreira	927	Vila Maria	São Paulo	SP	02129-001	6
RA55004414	Maribaldo Almada	20	2249.42	1	1	4	2	1	Rua Major Ari Gomes	118	Vila Mazzei	São Paulo	SP	02309-050	7
RA55005531	Amiel Rocha Mieiro Anjos	20	1643.43	1	1	4	2	11	Rua São Vito	399	Brás	São Paulo	SP	03007-030	7
RA55005576	Rosiara Clementino	20	2370.42	1	2	4	1	91	Rua Pedro Doll	912	Santana	São Paulo	SP	02404-001	7
RA55008902	Queina Milheiriço Silveira Viegas	24	5215.18	1	2	4	2	13	Rua São Bruno	741	Jardim São Bento	São Paulo	SP	02525-020	3
RA55007527	Gerli Cabral	21	2742.86	1	1	5	1	23	Rua Flor de Maio	247	Parque das Flores	São Paulo	SP	08391-435	3
RA55009475	Vladir Macedo Modesto Monforte	46	7915.99	1	1	2	1	51	Praça Gute	947	Vila Mariana	São Paulo	SP	04118-110	1
RA55005865	Weligton Dinis	20	2377.42	1	1	4	2	12	Rua Vinte e Dois de Abril	329	Lajeado	São Paulo	SP	08450-420	7
RA55006777	Ceci Dutra Brum	21	1899.87	1	2	5	2	83	Rua Rui Porto	189	Chácara São João	São Paulo	SP	05109-180	4
RA55001307	Oziro Sacadura Zagalo Lagos	19	830.99	1	1	3	1	76	Avenida Nove de Julho	282	Jardim Paulista	São Paulo	SP	01407-902	10
RA55007393	Otonildo Passarinho Sodré	21	2458.87	1	1	5	1	59	Rua São Bruno	741	Jardim São Bento	São Paulo	SP	02525-020	2
RA55005593	Danise Malho	20	2340.42	1	2	4	2	9	Rua Treze de Agosto	878	Vila União (Zona Leste)	São Paulo	SP	03920-070	7
RA55009722	Auber Madruga	45	6270.56	1	1	2	2	81	Rua Capitão João Carlos	28	Nossa Senhora do Ó	São Paulo	SP	02926-060	0
RA55001664	Semida Belém Madureira Foquiço	19	951.99	1	2	3	1	22	Praça Monsenhor Macedo	598	Jardim Franca	São Paulo	SP	02338-040	9
RA55005451	Atoni Nobre Pegado	20	2072.42	1	1	4	2	104	Rua Sargento Luiz Baptista	725	Jardim São Vicente	São Paulo	SP	08021-530	7
RA55009955	Edimilton Vasconcelos	37	748638.95	2	1	5	2	74	Rua Major Dantas Cortez	148	Vila Gustavo	São Paulo	SP	02206-002	1
RA55003628	Marden Regueira Freixo	20	1736.43	2	1	4	2	54	Rua Capitão Salomão	840	Centro	São Paulo	SP	01034-020	7
RA55002694	Reismar Dourado Vilela	19	1442.98	1	1	3	2	43	Rua Almeida Góis	195	Vila Gumercindo	São Paulo	SP	04131-040	9
RA55009790	Alcineia Lima	40	8136.3	1	2	4	2	8	Rua Flor de Abril	918	Jardim Peri	São Paulo	SP	02651-140	1
RA55005916	Elicarlo Teodoro Saldanha	20	1374.43	1	1	4	2	30	Praça Ereá	583	Vila Londrina	São Paulo	SP	03731-200	8
RA55003158	Francielio Silveira Mourinho	19	1742.98	1	1	3	2	14	Avenida Nove de Julho	947	Jardim Paulista	São Paulo	SP	01406-100	6
RA55006669	Evandro Ramos Frias Oleiro	21	1545.88	1	1	5	2	37	Rua Piruini	530	Jardim Jaú (Zona Leste)	São Paulo	SP	03710-110	5
RA55001060	Menandes Lagoa Castro	19	1026.99	1	1	3	1	46	Rua Baltazar Barbosa	836	Parque São Rafael	São Paulo	SP	08320-500	9
RA55004637	Valdenia Costa	20	1695.43	1	2	4	1	31	Avenida Moaci	614	Planalto Paulista	São Paulo	SP	04083-900	6
RA55003243	Elizaura Prado Lemos	19	2275.98	2	2	3	2	62	Rua Major João Nunes	800	Jardim São Paulo(Zona Norte)	São Paulo	SP	02046-070	7
RA55001679	Laisnara Vargas Severo	19	686.99	1	2	3	1	46	Rua 5 de Outubro	522	Chácara Gaivotas	São Paulo	SP	04849-309	9
RA55006893	Alcionete Rua Tuna	21	1978.87	1	2	5	1	3	Rua Marechal Silva Fonseca	104	Jardim Três Marias	São Paulo	SP	03676-030	4
RA55006375	Luandersson Bentes	20	1834.43	1	1	4	1	19	Rua João Anes	464	Alto da Lapa	São Paulo	SP	05060-020	4
RA55007575	Maiara Carrasqueira Telinhos Nolasco	21	2472.87	1	2	5	2	70	Rua Major Júlio Valente	218	Parque Doroteia	São Paulo	SP	04474-310	3
RA55001758	Erilson Nascimento Melancia	19	685.99	1	1	3	1	78	Rua Marino Pinto	894	Jardim Palmares (Zona Sul)	São Paulo	SP	04457-090	10
RA55006020	Willian Vital Pires Silvestre	20	1847.43	1	1	4	2	78	Rua Rainha-do-Bosque	864	Vila Santa Inês	São Paulo	SP	03812-030	4
RA55005117	Liris Canhão Ruela Chousa	20	2302.42	1	2	4	1	78	Rua Pedro Bruno	172	Butantã	São Paulo	SP	05506-010	8
RA55008756	Ernon Lourenço	25	5948.62	1	1	5	2	65	Rua Rio de Janeiro	805	Parque Recreio	São Paulo	SP	04891-230	2
RA55007409	Glazieli Félix Matoso Lima	21	3396.86	1	2	5	2	104	Rua Major Diogo	495	Bela Vista	São Paulo	SP	01324-001	3
RA55002791	Saniele Hernandes Linhares	19	2383.97	1	2	3	2	1	Praça Marechal Deodoro	187	Santa Cecília	São Paulo	SP	01150-010	10
RA55000864	Vaguiner Casqueira	19	729.99	1	1	3	1	5	Rua Nossa Senhora da Paz	485	Jardim Almeida	São Paulo	SP	04866-245	10
RA55007859	Wedson Paulos Nolasco	21	2845.86	1	1	5	2	9	Rua Caetano de Moura	216	Vila Nina	São Paulo	SP	02833-060	2
RA55001485	Suzivania Canedo Pais Raposo	19	824.99	1	2	3	1	103	Praça Guarus	280	Parque do Lago	São Paulo	SP	04944-160	9
RA55007036	Jobison Furtado Simões Barreira	21	2533.87	2	1	5	2	32	Rua Pedro Barbosa	194	Jardim Marília	São Paulo	SP	03579-130	3
RA55007722	Leodora Alves Soeiro Uchoa	21	2554.87	1	2	5	1	26	Rua Flor de Abril	918	Jardim Peri	São Paulo	SP	02651-140	2
RA55005978	Concuelo Guimarães Passarinho Outeiro	20	1475.43	1	1	4	2	2	Rua Sargento Manuel Chagas	18	Parque Novo Mundo	São Paulo	SP	02179-040	6
RA55005135	Raziela Velasques Bogado Bernardes	20	2019.43	1	2	4	1	8	Praça Yedo	133	Vila Maria Alta	São Paulo	SP	02134-050	6
RA55000207	Gleidiane Úria Noite	19	570.99	1	2	3	1	83	Rua Rosa de Nossa Senhora	73	Vila Reis	São Paulo	SP	08040-400	10
RA55004489	Wilamo Almeida	20	2255.42	1	1	4	2	41	Rua G	937	Conjunto Residencial Alpes do Jaraguá	São Paulo	SP	05183-370	6
RA55006939	Doroti Casado	21	2075.87	1	2	5	1	99	Rua Baltazar Barbosa	836	Parque São Rafael	São Paulo	SP	08320-500	5
RA55009063	Joseli Passarinho Holanda	22	3990.3	1	2	2	1	39	Rua André de Almeida	565	Jardim Cinco de Julho	São Paulo	SP	03953-085	1
RA55006911	Railan Faleiro	21	1684.88	1	1	5	2	73	Rua Cinco de Maio	942	Vila Esperança	São Paulo	SP	03651-030	4
RA55000503	Karolainy Campelo Gomes	19	704.99	1	2	3	1	14	Rua Pedro Doll	912	Santana	São Paulo	SP	02404-001	9
RA55007386	Paloma Beltrão Vilalobos Alvelos	21	3615.86	1	2	5	2	84	Rua Treze de Agosto	881	Vila União (Zona Leste)	São Paulo	SP	03920-070	3
